japanese,reading,english,type,category,importance,example_jp,example_en,romaji
温い,ぬるい,lukewarm,adjective,Adjectives,100,,,
弱い,よわい,weak,adjective,Adjectives,100,,,
～くらい; ぐらい,～くらい; ぐらい,approximate (quantity),adjective,Adjectives,100,,,
会う,あう,"to meet, to see",verb,Verbs,100,,,
開く,あく,"to open, to become open",verb,Verbs,100,,,
開ける,あける,to open (v.t.),verb,Verbs,100,,,
上げる,あげる,"to raise, to lift",verb,Verbs,100,,,
遊ぶ,あそぶ,to play; to spend time pleasantly; to hang out,verb,Time & Dates,100,,,
浴びる,あびる,"to bathe, to shower",verb,Verbs,100,,,
洗う,あらう,to wash,verb,Verbs,100,,,
在る,ある,"to be, to have",verb,Verbs,100,,,
歩く,あるく,to walk,verb,Verbs,100,,,
言う,いう,to say,verb,Verbs,100,,,
行く,いく; ゆく,to go,verb,Verbs,100,,,
居る,いる,"(humble) to be (animate), to exist",verb,Verbs,100,,,
入れる,いれる,to put in,verb,Verbs,100,,,
歌う,うたう,to sing,verb,Verbs,100,,,
生まれる,うまれる,to be born,verb,Verbs,100,,,
売る,うる,to sell (v.t.),verb,Verbs,100,,,
起きる,おきる,"to get up (e.g., from sleeping); to happen",verb,Verbs,100,,,
置く,おく,to put; to lay; to place,verb,Verbs,100,,,
教える,おしえる,"to teach, to inform, to instruct",verb,Verbs,100,,,
押す,おす,"to push, to press, to stamp (e.g., a passport)",verb,Verbs,100,,,
覚える,おぼえる,"to learn, to commit to memory, to remember, to memorize",verb,Verbs,100,,,
泳ぐ,およぐ,to swim,verb,Verbs,100,,,
降りる,おりる,to get off,verb,Verbs,100,,,
終る,おわる,"to finish, to close",verb,Verbs,100,,,
買う,かう,to buy,verb,Verbs,100,,,
返す,かえす,to return something,verb,Verbs,100,,,
帰る,かえる,"to go back, to go home, to return",verb,Verbs,100,,,
書く,かく,to write,verb,Verbs,100,,,
掛ける,かける,"to put on (e.g., glasses); to hang (e.g., on a wall)",verb,Verbs,100,,,
貸す,かす,to lend,verb,Verbs,100,,,
かぶる,かぶる,"to wear, to put on (e.g., a hat on the head)",verb,Verbs,100,,,
借りる,かりる,"to borrow, to owe",verb,Verbs,100,,,
消える,きえる,"to vanish, to disappear",verb,Verbs,100,,,
聞く,きく,"to hear, to listen, to ask",verb,Verbs,100,,,
着る,きる,to put on (clothes above your waist); to wear,verb,Verbs,100,,,
曇る,くもる,"to become cloudy, to become dim",verb,Verbs,100,,,
来る,くる,to come,verb,Verbs,100,,,
消す,けす,"to erase, to delete, to turn off power",verb,Verbs,100,,,
答える,こたえる,"to answer, to reply",verb,Verbs,100,,,
困る,こまる,"to be bothered, to have difficulty",verb,Verbs,100,,,
咲く,さく,to bloom,verb,Verbs,100,,,
差す,さす,"to raise (stretch out) hands, to raise (e.g., umbrella)",verb,Verbs,100,,,
死ぬ,しぬ,to die,verb,Verbs,100,,,
閉まる,しまる,"to close, to be closed",verb,Verbs,100,,,
締める,しめる,"to tie, to fasten, to tighten",verb,Verbs,100,,,
知る,しる,"to know, to understand",verb,Verbs,100,,,
吸う,すう,"to breathe in, to suck",verb,Verbs,100,,,
住む,すむ,"to reside, to live in",verb,Verbs,100,,,
する,する,"to do, to try; to wear small items (e.g., necktie, watch, etc.)",verb,Verbs,100,,,
座る,すわる,to sit,verb,Verbs,100,,,
そう; そうです,そう; そうです,"yes; appears, to be the case",verb,Verbs,100,,,
立つ,たつ,to stand up,verb,Verbs,100,,,
頼む,たのむ,"to request, to ask (a favor)",verb,Verbs,100,,,
食べる,たべる,to eat,verb,Verbs,100,,,
出す,だす,to take (something) out; to hand in (something),verb,Verbs,100,,,
違う,ちがう,to be different; to differ; wrong,verb,Verbs,100,,,
使う,つかう,to use,verb,Verbs,100,,,
疲れる,つかれる,to get (become) tired; to become fatigued,verb,Verbs,100,,,
着く,つく,"to arrive at, to reach",verb,Verbs,100,,,
作る,つくる,"to make, to create",verb,Verbs,100,,,
つける,つける,"to turn on (e.g., a light); to take",verb,Verbs,100,,,
勤める,つとめる,to work (for),verb,Verbs,100,,,
出かける,でかける,to go out; to depart,verb,Verbs,100,,,
できる,できる,to be able to (to accomplish),verb,Verbs,100,,,
出る,でる,"to appear, to leave",verb,Verbs,100,,,
飛ぶ,とぶ,"to fly, to hop",verb,Verbs,100,,,
止まる,とまる,to come to a halt,verb,Verbs,100,,,
取る,とる,to take (a class); to get (a grade),verb,Verbs,100,,,
鳴く,なく,to make sound (animal),verb,Verbs,100,,,
無くす,なくす,to lose something,verb,Verbs,100,,,
習う,ならう,to learn,verb,Verbs,100,,,
並ぶ,ならぶ,"to line up, to stand in a line (v.i.)",verb,Verbs,100,,,
並べる,ならべる,to put (things) side by side; to line up,verb,Verbs,100,,,
なる,なる,to become,verb,Verbs,100,,,
脱ぐ,ぬぐ,to take off (clothes),verb,Verbs,100,,,
寝る,ねる,to sleep; to go to sleep; to go to bed,verb,Verbs,100,,,
登る,のぼる,to climb,verb,Verbs,100,,,
飲む,のむ,to drink,verb,Verbs,100,,,
乗る,のる,"to get on, to ride in, to board",verb,Verbs,100,,,
入る,はいる,"to enter, to contain, to hold",verb,Verbs,100,,,
はく,はく,to put on (items below your waist),verb,Verbs,100,,,
走る,はしる,to run,verb,Verbs,100,,,
働く,はたらく,to work,verb,Verbs,100,,,
話す,はなす,to speak,verb,Verbs,100,,,
晴れる,はれる,to be sunny,verb,Verbs,100,,,
弾く,ひく,to play (a string instrument or piano),verb,Verbs,100,,,
降る,ふる,"to precipitate, to fall (e.g., rain, snow, etc.)",verb,Verbs,100,,,
曲る,まがる,"to turn, to bend",verb,Verbs,100,,,
待つ,まつ,to wait,verb,Verbs,100,,,
磨く,みがく,to brush (teeth); to polish,verb,Verbs,100,,,
見せる,みせる,"to show, to display",verb,Verbs,100,,,
見る,みる,"to see, to look",verb,Verbs,100,,,
持つ,もつ,"to hold, to carry; to possess",verb,Verbs,100,,,
休む,やすむ,"to rest, to have a break, to get time off",verb,Time & Dates,100,,,
やる,やる,"to do; to give (to pets, parents, siblings, etc.)",verb,Verbs,100,,,
呼ぶ,よぶ,to call (one's name); to invite,verb,Verbs,100,,,
読む,よむ,to read,verb,Verbs,100,,,
よろしく おねがいします,よろしく おねがいします,Nice to meet you,verb,Verbs,100,,,
分かる,わかる,to understand,verb,Verbs,100,,,
忘れる,わすれる,to forget,verb,Verbs,100,,,
渡す,わたす,to hand (something) over (v.t.); to get across,verb,Verbs,100,,,
渡る,わたる,"to cross over, to go across",verb,Verbs,100,,,
コピーする,コピーする,to copy,verb,Verbs,100,,,
～すぎ,～すぎ,"past; to exceed, ~ too much",verb,Verbs,100,,,
三,さん,three,word,Numbers & Counters,1,あした ３じに あいましょう。,Let's meet at 3 o'clock tomorrow.,ashita ３ji ni ai mashou
五,ご,five,word,Numbers & Counters,1,てに ゆびが ５ほん あります。,There are five fingers on a hand.,te ni yubi ga ５hon ari masu
